poi_number,group,route,net_worth
115090,Group 13,ABECD,932
115091,Group 9,DBAEC,98
115092,Group 4,ACEBD,522
115093,Group 4,DAEBC,400
115094,Group 1,DEBCA,792
115095,Group 11,DAEBC,542
115096,Group 16,EADBC,552
115097,Group 16,BECAD,443
115098,Group 20,DBCEA,682
115099,Group 19,EABCD,276
115100,Group 15,ABCED,109
115101,Group 6,BECAD,505
115102,Group 4,DAEBC,847
115103,Group 8,BAECD,24
115104,Group 5,EBCAD,243
115105,Group 3,BEADC,460
115106,Group 4,EABDC,166
115107,Group 12,DACBE,714
115108,Group 19,DECAB,506
115109,Group 6,EDCBA,374
115110,Group 4,CAEDB,223
115111,Group 18,ADCBE,349
115112,Group 5,EDBCA,694
115113,Group 11,CADEB,697
115114,Group 1,BEADC,296
115115,Group 14,DCBEA,481
115116,Group 1,ADCEB,712
115117,Group 16,BEADC,389
115118,Group 19,CEADB,827
115119,Group 17,EBCAD,4
115120,Group 9,AEBCD,487
115121,Group 18,AEDCB,382
115122,Group 2,EDBAC,796
115123,Group 4,CEADB,65
115124,Group 19,BEADC,2
115125,Group 13,DACBE,977
115126,Group 9,ECDBA,569
115127,Group 1,DBEAC,943
115128,Group 4,BAEDC,746
115129,Group 15,AEDCB,315
115130,Group 14,DACBE,86
115131,Group 17,CEADB,89
115132,Group 7,BECAD,474
115133,Group 3,CBDEA,955
115134,Group 17,DEABC,968
115135,Group 12,DABEC,972
115136,Group 13,BDCAE,79
115137,Group 16,EBDCA,860
115138,Group 18,BEADC,251
115139,Group 1,ABEDC,629
115140,Group 20,BDEAC,161
115141,Group 6,BECDA,662
115142,Group 16,BADEC,498
115143,Group 15,BCDEA,878
115144,Group 9,BCEDA,827
115145,Group 14,EBCAD,663
115146,Group 3,DECAB,644
115147,Group 20,EDCAB,182
115148,Group 6,BDEAC,940
115149,Group 5,DEBCA,145
115150,Group 5,CBDAE,970
115151,Group 1,EDBCA,50
115152,Group 19,ADBCE,844
115153,Group 17,CEADB,751
115154,Group 5,DCABE,977
115155,Group 16,CABED,232
115156,Group 11,DEBCA,768
115157,Group 14,DABEC,583
115158,Group 6,BCEAD,281
115159,Group 16,CDEAB,388
115160,Group 16,DBEAC,106
115161,Group 5,ADCEB,146
115162,Group 6,EDBAC,720
115163,Group 14,DCAEB,417
115164,Group 19,AEBCD,842
115165,Group 5,CEBDA,461
115166,Group 4,CDABE,360
115167,Group 10,DCEAB,166
115168,Group 6,EDABC,444
115169,Group 20,EBDAC,814
115170,Group 18,CAEBD,508
115171,Group 15,EABDC,829
115172,Group 18,EDBAC,534
115173,Group 2,BCDAE,199
115174,Group 5,DCEBA,402
115175,Group 10,CDEBA,237
115176,Group 19,ABCED,986
115177,Group 2,DBCAE,753
115178,Group 12,ACDEB,411
115179,Group 19,BADEC,88
115180,Group 18,DBEAC,672
115181,Group 9,ECBAD,506
115182,Group 6,DECAB,92
115183,Group 10,CDEAB,719
115184,Group 12,CBDEA,336
115185,Group 13,BDEAC,118
115186,Group 9,DEBCA,58
115187,Group 2,ABCED,592
115188,Group 14,ECBDA,357
115189,Group 20,ACDEB,605
115190,Group 5,DABCE,34
115191,Group 11,DBCEA,261
115192,Group 20,DACBE,7
115193,Group 6,BEACD,117
115194,Group 9,CEABD,862
115195,Group 17,BCDEA,78
115196,Group 8,DECAB,130
115197,Group 15,DACBE,376
115198,Group 17,CEADB,714
115199,Group 8,ECABD,763
115200,Group 8,CEDAB,450
115201,Group 14,AEBDC,696
115202,Group 6,ABEDC,190
115203,Group 10,BEDAC,397
115204,Group 19,DCBEA,966
115205,Group 19,EABCD,483
115206,Group 12,ECDAB,820
115207,Group 16,DCBAE,287
115208,Group 8,EBADC,184
115209,Group 6,BAECD,487
115210,Group 16,CAEBD,187
115211,Group 4,AEDCB,767
115212,Group 13,ABCED,217
115213,Group 6,CDBEA,895
115214,Group 2,DEACB,649
115215,Group 19,EADCB,38
115216,Group 11,BEDCA,307
115217,Group 9,EDCAB,686
115218,Group 7,DCAEB,87
115219,Group 1,CEABD,341
115220,Group 1,CADBE,725
115221,Group 17,ECBDA,19
115222,Group 3,BCEDA,407
115223,Group 8,DACEB,50
115224,Group 5,EBDCA,33
115225,Group 2,ACBDE,466
115226,Group 2,CEDBA,129
115227,Group 19,BEDAC,471
115228,Group 4,CBADE,651
115229,Group 8,DEBAC,867
115230,Group 20,ECBDA,261
115231,Group 1,CAEDB,15
115232,Group 11,ACDEB,634
115233,Group 20,DBCAE,448
115234,Group 18,CAEDB,608
115235,Group 8,DAEBC,117
115236,Group 15,BCAED,554
115237,Group 1,AEBCD,773
115238,Group 16,ABCDE,893
115239,Group 12,ECDAB,706
115240,Group 11,DBCAE,534
115241,Group 1,EDABC,75
115242,Group 17,DAECB,80
115243,Group 3,CBADE,460
115244,Group 10,DBAEC,342
115245,Group 17,BCAED,623
115246,Group 1,EACDB,556
115247,Group 6,ABECD,372
115248,Group 6,CEADB,66
115249,Group 17,DEBAC,775
115250,Group 15,CDBAE,976
115251,Group 2,ACBED,74
115252,Group 5,EABCD,672
115253,Group 9,ABDCE,74
115254,Group 2,ADEBC,71
115255,Group 11,DABEC,229
115256,Group 20,BADCE,478
115257,Group 19,CADBE,91
115258,Group 1,EBADC,441
115259,Group 10,BAEDC,547
115260,Group 15,EBDAC,538
115261,Group 10,ACBDE,505
115262,Group 6,CDABE,132
115263,Group 7,BEDCA,965
115264,Group 11,CEABD,907
115265,Group 11,EADBC,669
115266,Group 3,DECBA,42
115267,Group 19,ABECD,952
115268,Group 1,DCEAB,868
115269,Group 13,DACEB,419
115270,Group 14,DACEB,237
115271,Group 6,BCAED,64
115272,Group 19,CABDE,616
115273,Group 14,AEBCD,749
115274,Group 12,CEBAD,645
115275,Group 5,DCEBA,879
115276,Group 10,DBECA,324
115277,Group 11,DAEBC,749
115278,Group 15,BDACE,398
115279,Group 10,CBDEA,474
115280,Group 1,ABCED,845
115281,Group 12,CBADE,555
115282,Group 11,ACBDE,30
115283,Group 1,ADCBE,34
115284,Group 16,AEDCB,102
115285,Group 20,DECAB,269
115286,Group 9,DCABE,193
115287,Group 3,BEDAC,943
115288,Group 14,BADCE,86
115289,Group 13,ACBED,518
115290,Group 12,BAEDC,790
115291,Group 14,BADCE,353
115292,Group 9,BDECA,380
115293,Group 16,CBDEA,446
115294,Group 17,DCAEB,121
115295,Group 6,CBADE,734
115296,Group 8,BECAD,250
115297,Group 16,CAEBD,409
115298,Group 8,EBADC,676
115299,Group 20,ABDEC,820
115300,Group 9,BCADE,256
115301,Group 19,BCADE,598
115302,Group 6,BDECA,834
115303,Group 17,BACED,277
115304,Group 7,BDCAE,309
115305,Group 13,CDABE,749
115306,Group 17,BACED,933
115307,Group 3,BDCAE,648
115308,Group 8,BADCE,930
115309,Group 3,EDCBA,495
115310,Group 4,DCABE,284
115311,Group 7,CBDEA,82
115312,Group 16,BAEDC,296
115313,Group 3,EDBAC,32
115314,Group 18,DBACE,510
115315,Group 8,DACEB,63
115316,Group 19,DAEBC,537
115317,Group 12,DCABE,300
115318,Group 20,BDCEA,502
115319,Group 11,EBCAD,302
115320,Group 19,ECABD,205
115321,Group 19,ACDBE,500
115322,Group 8,BCADE,345
115323,Group 6,BADEC,56
115324,Group 14,ECBAD,475
115325,Group 17,DBACE,669
115326,Group 20,AEBDC,167
115327,Group 3,DCBAE,78
115328,Group 1,CEBAD,113
115329,Group 5,CADBE,275
115330,Group 3,CDBAE,574
115331,Group 12,CDEAB,468
115332,Group 4,BDCEA,11
115333,Group 17,CADBE,730
115334,Group 17,BDCAE,342
115335,Group 14,ECADB,443
115336,Group 9,BADEC,933
115337,Group 17,CBADE,614
115338,Group 12,EDABC,907
115339,Group 8,EACBD,112
115340,Group 1,EBDCA,810
115341,Group 6,DABCE,561
115342,Group 16,EBACD,94
115343,Group 3,ABEDC,720
115344,Group 11,DEACB,603
115345,Group 15,ECBAD,706
115346,Group 9,BDAEC,309
115347,Group 6,BCAED,861
115348,Group 2,ADCEB,123
115349,Group 7,CBADE,859
115350,Group 15,DECBA,668
115351,Group 13,CABDE,533
115352,Group 15,CADBE,956
115353,Group 6,DBCEA,785
115354,Group 13,CEABD,156
115355,Group 3,AEDCB,105
115356,Group 3,EDABC,539
115357,Group 12,ACEDB,578
115358,Group 13,CEADB,99
115359,Group 8,CDBEA,869
115360,Group 13,CEDBA,662
115361,Group 19,EADCB,93
115362,Group 15,AEDBC,319
115363,Group 17,BECDA,529
115364,Group 8,CBEAD,672
115365,Group 18,DBACE,578
115366,Group 9,BDAEC,904
115367,Group 18,BADCE,468
115368,Group 3,CADEB,791
115369,Group 17,BDCEA,665
115370,Group 12,ABCDE,344
115371,Group 14,ABDEC,804
115372,Group 10,DCEAB,993
115373,Group 18,ACDBE,775
115374,Group 2,DCAEB,196
115375,Group 14,DCABE,950
115376,Group 10,AEBCD,892
115377,Group 15,BECAD,616
115378,Group 5,ADBCE,918
115379,Group 17,BECDA,12
115380,Group 9,CEBAD,774
115381,Group 1,ADCBE,483
115382,Group 12,AECBD,392
115383,Group 19,CABDE,926
115384,Group 2,CEBDA,193
115385,Group 16,CADEB,878
115386,Group 12,DCEBA,180
115387,Group 2,DEBCA,174
115388,Group 11,BADCE,312
115389,Group 20,BDCAE,147
115390,Group 18,EBADC,620
115391,Group 17,ABDEC,855
115392,Group 17,ABEDC,914
115393,Group 18,CDEAB,66
115394,Group 14,EABCD,416
115395,Group 14,BCDAE,978
115396,Group 5,ECBAD,103
115397,Group 4,DAEBC,422
115398,Group 16,ABEDC,675
115399,Group 7,BECDA,637
115400,Group 12,EBCDA,313
115401,Group 16,ECABD,647
115402,Group 4,BADCE,124
115403,Group 12,CEBDA,321
115404,Group 19,ABCDE,545
115405,Group 16,DBCEA,692
115406,Group 2,DCBEA,956
115407,Group 20,DEACB,230
115408,Group 18,CBDEA,314
115409,Group 9,EDBCA,712
115410,Group 12,BCADE,571
115411,Group 2,EBCDA,495
115412,Group 20,BECAD,98
115413,Group 7,ACDEB,492
115414,Group 6,AEBDC,559
115415,Group 8,BEDCA,374
115416,Group 14,CDBAE,174
115417,Group 16,EBDAC,116
115418,Group 20,AEDCB,889
115419,Group 12,EADCB,845
115420,Group 18,CEABD,609
115421,Group 1,ACBED,26
115422,Group 11,DCEBA,410
115423,Group 5,DECBA,788
115424,Group 17,DCBEA,864
115425,Group 8,BCEAD,746
115426,Group 1,ECADB,791
115427,Group 6,BEACD,775
115428,Group 16,ECDAB,146
115429,Group 7,DBACE,525
115430,Group 19,DCEBA,346
115431,Group 6,BDAEC,184
115432,Group 15,ECDAB,296
115433,Group 4,BECDA,401
115434,Group 5,ABECD,891
115435,Group 3,AECDB,874
115436,Group 2,DABCE,638
115437,Group 16,CAEDB,458
115438,Group 20,BACED,227
115439,Group 8,DEBCA,535
115440,Group 15,DAEBC,97
115441,Group 8,EDBAC,971
115442,Group 14,CEADB,320
115443,Group 3,DCBEA,681
115444,Group 13,DEACB,314
115445,Group 6,CEDBA,183
115446,Group 12,DBCEA,790
115447,Group 5,ACDEB,66
115448,Group 13,BADEC,329
115449,Group 9,BCDAE,184
115450,Group 5,BECDA,192
115451,Group 13,BACED,169
115452,Group 4,BCDAE,230
115453,Group 3,DAECB,212
115454,Group 1,DCBEA,334
115455,Group 11,DBECA,163
115456,Group 1,DCABE,498
115457,Group 8,EACBD,857
115458,Group 6,ADCEB,121
115459,Group 8,ADECB,782
115460,Group 18,CEBDA,324
115461,Group 8,EBADC,451
115462,Group 17,EABCD,357
115463,Group 1,AEBDC,599
115464,Group 19,ABECD,685
115465,Group 5,BEDAC,197
115466,Group 14,CADBE,282
115467,Group 18,EACBD,904
115468,Group 13,CDABE,282
115469,Group 15,DCABE,692
115470,Group 12,BCDEA,145
115471,Group 4,BACED,675
115472,Group 1,DACEB,341
115473,Group 19,CDEBA,95
115474,Group 15,CAEBD,834
115475,Group 6,ACEBD,720
115476,Group 8,CAEDB,188
115477,Group 6,DEACB,215
115478,Group 13,BCEDA,52
115479,Group 8,DBAEC,912
115480,Group 5,CBEAD,302
115481,Group 16,ADEBC,766
115482,Group 7,EDBAC,239
115483,Group 7,CDBEA,651
115484,Group 18,CBDAE,468
115485,Group 7,EACDB,77
115486,Group 20,BCEDA,764
115487,Group 8,AECBD,628
115488,Group 17,DEBCA,820
115489,Group 9,BDAEC,167
115490,Group 9,DBEAC,196
115491,Group 14,CDEAB,454
115492,Group 4,ABDEC,186
115493,Group 1,CEBAD,800
115494,Group 6,CBADE,816
115495,Group 4,BDCAE,798
115496,Group 7,ABCED,971
115497,Group 9,ACEBD,699
115498,Group 6,ECABD,116
115499,Group 12,ABCED,977
115500,Group 4,EBCAD,362
115501,Group 20,DEBAC,708
115502,Group 12,EBADC,6
115503,Group 13,EDBAC,382
115504,Group 6,DACEB,356
115505,Group 4,EBDCA,608
115506,Group 6,DAECB,191
115507,Group 13,AEDBC,676
115508,Group 8,EBACD,204
115509,Group 14,BCDEA,292
115510,Group 5,CDABE,298
115511,Group 4,ADBCE,887
115512,Group 6,EDBAC,547
115513,Group 14,ACBDE,112
115514,Group 9,CBADE,401
115515,Group 4,DBACE,423
115516,Group 6,ADBCE,209
115517,Group 7,CBDEA,432
115518,Group 10,AEBCD,735
115519,Group 9,AECDB,601
115520,Group 4,ECABD,50
115521,Group 15,DAECB,210
115522,Group 1,BADEC,5
115523,Group 13,DECBA,628
115524,Group 14,ACDEB,162
115525,Group 13,BAECD,742
115526,Group 19,CBDEA,403
115527,Group 3,AEDCB,897
115528,Group 14,DBCAE,672
115529,Group 15,ACBDE,377
115530,Group 17,EADBC,459
115531,Group 5,ACBED,164
115532,Group 18,EABCD,721
115533,Group 8,EACBD,169
115534,Group 9,BACDE,451
115535,Group 3,EABDC,944
115536,Group 1,DCEAB,830
115537,Group 10,BDECA,972
115538,Group 3,DECBA,473
115539,Group 11,BEADC,5
115540,Group 7,BDCAE,207
115541,Group 4,ADEBC,574
115542,Group 12,ACEDB,446
115543,Group 4,CABED,216
115544,Group 6,ECBDA,23
115545,Group 1,ACDBE,293
115546,Group 16,DECAB,354
115547,Group 4,BDAEC,488
115548,Group 1,BEDAC,332
115549,Group 1,ADBCE,753
115550,Group 15,DBAEC,116
115551,Group 10,BEACD,812
115552,Group 7,AEBDC,306
115553,Group 16,BDCAE,354
115554,Group 3,ACEBD,61
115555,Group 20,BACDE,843
115556,Group 17,CBDEA,449
115557,Group 12,CDBAE,98
115558,Group 19,DEBCA,288
115559,Group 10,BDCEA,806
115560,Group 4,ECBAD,573
115561,Group 3,AECBD,122
115562,Group 10,EBACD,764
115563,Group 3,ABECD,393
115564,Group 7,EDABC,690
115565,Group 16,BAEDC,828
115566,Group 17,DBECA,713
115567,Group 18,ABCDE,10
115568,Group 14,DEACB,993
115569,Group 7,EDBAC,216
115570,Group 15,ACEDB,31
115571,Group 8,ABDEC,792
115572,Group 15,BDCAE,798
115573,Group 11,DEBAC,605
115574,Group 14,AECBD,417
115575,Group 16,DCAEB,166
115576,Group 18,ACEBD,43
115577,Group 19,EBADC,734
115578,Group 14,BCEDA,633
115579,Group 13,CEBAD,173
115580,Group 4,DCAEB,351
115581,Group 4,CABDE,504
115582,Group 8,BADEC,469
115583,Group 19,DCEBA,666
115584,Group 11,DCBAE,473
115585,Group 4,AEDCB,182
115586,Group 13,BECAD,59
115587,Group 19,DCEAB,530
115588,Group 12,DCAEB,963
115589,Group 18,DBACE,87
115590,Group 6,EABCD,893
115591,Group 4,BECAD,58
115592,Group 17,BDACE,304
115593,Group 8,BCADE,342
115594,Group 19,EBDAC,421
115595,Group 20,EACBD,415
115596,Group 15,DEACB,706
115597,Group 4,ACEDB,184
115598,Group 6,EADCB,585
115599,Group 13,ACEBD,142
115600,Group 8,ABCED,309
115601,Group 10,DECAB,283
115602,Group 1,CEBDA,914
115603,Group 20,EBCDA,923
115604,Group 5,ACEDB,618
115605,Group 19,DBCEA,963
115606,Group 6,BCAED,271
115607,Group 8,EABDC,327
115608,Group 7,AECDB,261
115609,Group 17,EBACD,897
115610,Group 4,EBACD,657
115611,Group 20,DCABE,162
115612,Group 20,DCEAB,311
115613,Group 17,ECDAB,938
115614,Group 12,DCABE,506
115615,Group 16,ADCBE,133
115616,Group 8,DCABE,467
115617,Group 18,ABDEC,966
115618,Group 20,ECBDA,902
115619,Group 6,DCEAB,818
115620,Group 19,DBCAE,460
115621,Group 1,BECAD,692
115622,Group 11,CBDEA,302
115623,Group 19,AEDCB,405
115624,Group 12,EADBC,613
115625,Group 3,DAEBC,151
115626,Group 5,BADCE,159
115627,Group 8,BADCE,754
115628,Group 17,EDACB,332
115629,Group 10,BDCAE,629
115630,Group 12,CDAEB,469
115631,Group 5,DEBAC,847
115632,Group 20,ADECB,434
115633,Group 18,BDECA,781
115634,Group 15,EDABC,488
115635,Group 4,DAEBC,723
115636,Group 20,CDBAE,424
115637,Group 6,BACED,6
115638,Group 11,ADECB,676
115639,Group 9,BACED,645
115640,Group 14,BDCEA,927
115641,Group 4,CEDAB,14
115642,Group 11,CAEBD,696
115643,Group 12,DCABE,501
115644,Group 12,ABDCE,903
115645,Group 3,BCDEA,560
115646,Group 6,ABCDE,890
115647,Group 4,EBCDA,744
115648,Group 15,BADEC,723
115649,Group 19,DABCE,426
115650,Group 6,CEADB,722
115651,Group 11,ADEBC,798
115652,Group 16,ADECB,938
115653,Group 7,ACDEB,892
115654,Group 8,AEDBC,24
115655,Group 1,ACEDB,559
115656,Group 17,DABEC,439
115657,Group 12,ABDCE,384
115658,Group 16,BAECD,311
115659,Group 14,EBCDA,910
115660,Group 10,ADCBE,945
115661,Group 9,EDABC,952
115662,Group 15,AEDCB,359
115663,Group 8,AEBCD,441
115664,Group 10,EBACD,256
115665,Group 15,EBADC,634
115666,Group 18,DBCEA,100
115667,Group 7,CDEAB,763
115668,Group 3,DAEBC,698
115669,Group 9,DABCE,552
115670,Group 12,BADEC,671
115671,Group 2,ECADB,253
115672,Group 8,EBADC,711
115673,Group 11,BADEC,348
115674,Group 4,CDAEB,618
115675,Group 16,CDAEB,644
115676,Group 19,BACDE,614
115677,Group 16,ABEDC,539
115678,Group 11,BCDEA,64
115679,Group 16,ABCDE,384
115680,Group 16,AEBCD,143
115681,Group 10,EBCDA,207
115682,Group 4,BEDAC,354
115683,Group 5,BECAD,287
115684,Group 5,BCDEA,437
115685,Group 11,EBDCA,195
115686,Group 8,AEDBC,530
115687,Group 18,DEBAC,584
115688,Group 13,BAEDC,637
115689,Group 6,EBDAC,633
115690,Group 13,ADECB,683
115691,Group 18,BCEAD,908
115692,Group 12,DABCE,757
115693,Group 11,BDACE,911
115694,Group 16,BEACD,273
115695,Group 2,BCEAD,360
115696,Group 5,DCABE,671
115697,Group 17,DECBA,694
115698,Group 20,CEBAD,24
115699,Group 11,BEADC,687
115700,Group 6,DCAEB,319
115701,Group 6,ACDEB,548
115702,Group 13,BACED,758
115703,Group 10,EADCB,603
115704,Group 20,DBCAE,498
115705,Group 1,ADCBE,113
115706,Group 1,DAECB,380
115707,Group 9,ADBCE,340
115708,Group 4,EBDCA,169
115709,Group 4,ADCEB,316
115710,Group 11,CBADE,521
115711,Group 11,DACEB,584
115712,Group 2,CBDEA,728
115713,Group 5,ECBAD,143
115714,Group 5,DBCAE,702
115715,Group 19,CBADE,306
115716,Group 15,DEACB,158
115717,Group 3,BDACE,958
115718,Group 4,DBACE,660
115719,Group 10,CDEBA,567
115720,Group 13,DBCEA,438
115721,Group 13,EBACD,932
115722,Group 13,ECBDA,746
115723,Group 12,BEDCA,224
115724,Group 9,BEDAC,551
115725,Group 3,DABCE,696
115726,Group 3,ECBAD,164
115727,Group 13,CDAEB,331
115728,Group 17,BCEAD,381
115729,Group 1,BACED,985
115730,Group 5,ADECB,431
115731,Group 15,CDEAB,421
115732,Group 4,ADEBC,143
115733,Group 10,AEBDC,930
115734,Group 16,CDBEA,945
115735,Group 4,BDEAC,44
115736,Group 17,AEDCB,310
115737,Group 12,EBDCA,650
115738,Group 8,CBADE,647
115739,Group 16,DACBE,111
115740,Group 16,DBEAC,675
115741,Group 6,ADEBC,365
115742,Group 16,AECDB,999
115743,Group 11,DCAEB,882
115744,Group 18,EBDAC,16
115745,Group 4,ABDEC,376
115746,Group 3,DBCAE,954
115747,Group 1,ECDBA,266
115748,Group 16,CBAED,63
115749,Group 13,BECAD,173
115750,Group 17,BCDAE,40
115751,Group 10,ECBAD,405
115752,Group 16,DCBEA,637
115753,Group 11,BCADE,482
115754,Group 6,EADCB,334
115755,Group 19,AECBD,288
115756,Group 8,ABCDE,395
115757,Group 3,DAEBC,630
115758,Group 7,DBCEA,318
115759,Group 4,CEBAD,461
115760,Group 5,EBDCA,513
115761,Group 13,CADBE,638
115762,Group 12,CEDAB,901
115763,Group 20,ABECD,507
115764,Group 2,CBDEA,828
115765,Group 18,DBAEC,77
115766,Group 10,EBCAD,655
115767,Group 19,BEADC,412
115768,Group 13,AEDBC,448
115769,Group 10,CDBAE,472
115770,Group 1,BDCEA,893
115771,Group 17,CEADB,597
115772,Group 9,DEACB,741
115773,Group 18,BDEAC,904
115774,Group 5,ECBAD,901
115775,Group 1,ADEBC,184
115776,Group 1,CDBAE,374
115777,Group 5,ACBED,303
115778,Group 15,DBACE,948
115779,Group 10,AECBD,357
115780,Group 5,BECAD,720
115781,Group 19,DECAB,563
115782,Group 3,CDBEA,705
115783,Group 12,DCAEB,989
115784,Group 12,BEADC,714
115785,Group 15,ABDCE,940
115786,Group 7,CABDE,609
115787,Group 14,DCBAE,728
115788,Group 5,AEDBC,585
115789,Group 9,BDEAC,511
115790,Group 2,EBACD,603
115791,Group 15,ABDEC,726
115792,Group 13,CBAED,714
115793,Group 17,EBADC,749
115794,Group 13,EDACB,853
115795,Group 10,AECDB,415
115796,Group 1,EADBC,636
115797,Group 17,CABED,45
115798,Group 8,DAEBC,563
115799,Group 8,ABDEC,34
115800,Group 18,EBCDA,307
115801,Group 7,ECBDA,736
115802,Group 5,BECAD,190
115803,Group 8,CADEB,55
115804,Group 14,EBCAD,612
115805,Group 2,DAECB,464
115806,Group 2,ADBEC,741
115807,Group 5,BDECA,179
115808,Group 12,DEACB,252
115809,Group 14,DBEAC,99
115810,Group 16,AEBDC,408
115811,Group 9,CDBAE,954
115812,Group 4,ABECD,858
115813,Group 8,BACED,813
115814,Group 20,BCADE,81
115815,Group 12,EBADC,276
115816,Group 7,CADEB,420
115817,Group 17,AEBCD,598
115818,Group 16,ABDEC,307
115819,Group 14,EDBCA,953
115820,Group 3,EBDCA,614
115821,Group 2,DBECA,313
115822,Group 17,BCEDA,160
115823,Group 4,ACEBD,391
115824,Group 14,EACBD,891
115825,Group 15,ABEDC,485
115826,Group 18,BCEDA,464
115827,Group 6,BEACD,124
115828,Group 20,ACEBD,111
115829,Group 11,EADBC,417
115830,Group 8,ADCEB,645
115831,Group 11,EDACB,446
115832,Group 10,CBDAE,787
115833,Group 8,ADEBC,117
115834,Group 16,BDCAE,546
115835,Group 16,BCDAE,96
115836,Group 9,BAECD,776
115837,Group 4,DEBAC,806
115838,Group 17,DBCAE,296
115839,Group 18,DCAEB,772
115840,Group 11,BEADC,583
115841,Group 13,DBACE,209
115842,Group 1,DEBCA,410
115843,Group 16,BEADC,245
115844,Group 7,BADEC,857
115845,Group 14,CDABE,94
115846,Group 14,DACBE,892
115847,Group 11,EBCDA,266
115848,Group 1,ECBAD,621
115849,Group 3,DACBE,64
115850,Group 19,CDABE,147
115851,Group 7,EDBAC,830
115852,Group 1,BEADC,927
115853,Group 20,CABDE,266
115854,Group 15,CDBEA,649
115855,Group 15,CBEAD,53
115856,Group 9,EDCBA,752
115857,Group 6,CABDE,938
115858,Group 5,CDAEB,237
115859,Group 10,ABCDE,158
115860,Group 19,DACEB,516
115861,Group 6,CADEB,344
115862,Group 6,CEDBA,770
115863,Group 2,EDBAC,153
115864,Group 19,CEDBA,179
115865,Group 17,ACEDB,468
115866,Group 19,ECDAB,891
115867,Group 17,BECDA,941
115868,Group 3,DCBEA,404
115869,Group 12,EDCBA,92
115870,Group 3,BCADE,962
115871,Group 10,ADBEC,597
115872,Group 19,DBCAE,722
115873,Group 18,EABCD,841
115874,Group 12,DACBE,74
115875,Group 5,DCBEA,852
115876,Group 9,AEBDC,14
115877,Group 20,DABEC,111
115878,Group 12,BEACD,836
115879,Group 6,ECDBA,980
115880,Group 1,CDBEA,429
115881,Group 20,ACBED,290
115882,Group 19,CDAEB,971
115883,Group 18,BDAEC,79
115884,Group 3,CBADE,771
115885,Group 10,EBADC,179
115886,Group 20,ADBEC,397
115887,Group 12,ACBED,783
115888,Group 8,CEADB,461
115889,Group 13,DCBEA,955
115890,Group 13,CABDE,603
115891,Group 10,BCEAD,495
115892,Group 8,AEBDC,414
115893,Group 10,DCBEA,688
115894,Group 4,ADEBC,107
115895,Group 14,CEBDA,254
